,comments,image,likes,link,post_id,post_text,post_url,shared_text,shares,text,time,video,video_thumbnail
0,0.0,,1.0,,741640943325168,,,"MON, SEP 14 AT 5:00 PM EDT
Class of 2021 Senior Meeting",0.0,"MON, SEP 14 AT 5:00 PM EDT
Class of 2021 Senior Meeting",2020-09-11 18:16:49,,
1,0.0,,0.0,http://tiny.cc/cpspiritgear,3491967190870826,"Good morning Charger Family! Two announcements for you!

#1 - Today is our first Asynchronous Day for Instruction which means that your student will be learning flexibly from home. While your student will not be expected to log into each class at a specific time, he or she is still expected to check each of the Google Classroom pages for their classes throughout the day and complete any assignments that have been posted by their teachers!

#2 - Our school spirit wear store is only open until tomorrow, Friday September 11th! We have shirts, hoodies, hats, and more! Here is the link to order your Canton Prep school spirit wear: tiny.cc/cpspiritgear",https://facebook.com/story.php?story_fbid=3491967190870826&id=502369629830612,"CANTON-PREP-FALL-2020.ITEMORDER.COM
CANTON PREP FALL 2020 SPIRIT WEAR",0.0,"Good morning Charger Family! Two announcements for you!

#1 - Today is our first Asynchronous Day for Instruction which means that your student will be learning flexibly from home. While your student will not be expected to log into each class at a specific time, he or she is still expected to check each of the Google Classroom pages for their classes throughout the day and complete any assignments that have been posted by their teachers!

#2 - Our school spirit wear store is only open until tomorrow, Friday September 11th! We have shirts, hoodies, hats, and more! Here is the link to order your Canton Prep school spirit wear: tiny.cc/cpspiritgear

CANTON-PREP-FALL-2020.ITEMORDER.COM
CANTON PREP FALL 2020 SPIRIT WEAR",2020-09-10 08:20:18,,
<<<<<<< HEAD
2,0.0,,7.0,,3490098224391056,Talk about another amazing day at Canton Prep!! Great job to our Wednesday students today on your first day of school for 2020/21!! It was wonderful to see your faces again and great to see members of the Class of 2021!! Shoutout to our Seniors!!! Friday students!! Pressure is on you to keep the good times going!!,https://facebook.com/story.php?story_fbid=3490098224391056&id=502369629830612,,0.0,Talk about another amazing day at Canton Prep!! Great job to our Wednesday students today on your first day of school for 2020/21!! It was wonderful to see your faces again and great to see members of the Class of 2021!! Shoutout to our Seniors!!! Friday students!! Pressure is on you to keep the good times going!!,2020-09-09 17:26:13,,
3,4.0,https://scontent.fbna1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118933503_3486777054723173_8084672649903751027_n.jpg?_nc_cat=110&_nc_sid=110474&_nc_ohc=OhviqUIcW3cAX8kPIvZ&_nc_ht=scontent.fbna1-1.fna&tp=14&oh=6f8198561f0fb07a536db3a701e1c8b3&oe=5F848971,38.0,,3486777841389761,"Congratulations Chargers on a successful, positive, and great first day of school today!! It was such a joy to see your faces again and share stories of our summers. Let’s keep the positive momentum going tomorrow as we roll into Wednesday!!",https://facebook.com/story.php?story_fbid=3486777841389761&id=502369629830612,,0.0,"Congratulations Chargers on a successful, positive, and great first day of school today!! It was such a joy to see your faces again and share stories of our summers. Let’s keep the positive momentum going tomorrow as we roll into Wednesday!!",2020-09-08 16:46:02,,
=======
2,0.0,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118915783_3490097487724463_6550021636250646660_n.jpg?_nc_cat=100&_nc_sid=110474&_nc_ohc=PGJuVhzsGIsAX8JTEnf&_nc_ht=scontent-atl3-1.xx&tp=14&oh=30709775111ed81760f7cbdd700b36ed&oe=5F82AE31,7.0,,3490098224391056,Talk about another amazing day at Canton Prep!! Great job to our Wednesday students today on your first day of school for 2020/21!! It was wonderful to see your faces again and great to see members of the Class of 2021!! Shoutout to our Seniors!!! Friday students!! Pressure is on you to keep the good times going!!,https://facebook.com/story.php?story_fbid=3490098224391056&id=502369629830612,,0.0,Talk about another amazing day at Canton Prep!! Great job to our Wednesday students today on your first day of school for 2020/21!! It was wonderful to see your faces again and great to see members of the Class of 2021!! Shoutout to our Seniors!!! Friday students!! Pressure is on you to keep the good times going!!,2020-09-09 17:26:13,,
