,comments,image,likes,link,post_id,post_text,post_url,shared_text,shares,text,time,video,video_thumbnail
<<<<<<< HEAD
0,4.0,,4.0,https://www.communityed.net/,3696550060368606,"BPS Plus is an opportunity for students to interact with their friends and classmates in a supervised outdoor setting. Activities will include combinations of outdoor games, arts and crafts, fitness and community service.

BPS Plus will take place weekly – Monday/Wednesday OR Tuesday/Thursday; 4 sessions total from 4:30 p.m.– 6:00 p.m. 9/14/20-9/24/20

Tuition: $65

Locations:
Beverly (grades K-5) - Tues & Thurs (#16064)

Greenfield (grades K-5) - Mon & Weds (#16062)
Greenfield (grades K-5) - Tues & Thurs (#16063)

Harlan (grades K-5) - Mon & Weds (#16060)
Harlan (grades K-5) - Tues & Thurs (#16061)

Pembroke (grades K-5) – Tues & Thurs (#16053)

Quarton (grades K-5) - Mon & Weds (#16056) …",https://facebook.com/story.php?story_fbid=3696550060368606&id=167351239955190,"COMMUNITYED.NET
www.communityed.net",0.0,"BPS Plus is an opportunity for students to interact with their friends and classmates in a supervised outdoor setting. Activities will include combinations of outdoor games, arts and crafts, fitness and community service.

BPS Plus will take place weekly – Monday/Wednesday OR Tuesday/Thursday; 4 sessions total from 4:30 p.m.– 6:00 p.m. 9/14/20-9/24/20

Tuition: $65

Locations:
Beverly (grades K-5) - Tues & Thurs (#16064)

Greenfield (grades K-5) - Mon & Weds (#16062)
Greenfield (grades K-5) - Tues & Thurs (#16063)

Harlan (grades K-5) - Mon & Weds (#16060)
Harlan (grades K-5) - Tues & Thurs (#16061)

Pembroke (grades K-5) – Tues & Thurs (#16053)

Quarton (grades K-5) - Mon & Weds (#16056) …

COMMUNITYED.NET
www.communityed.net",2020-09-11 10:00:34,,
1,31.0,https://scontent.fbna1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/119009376_3691005214256424_921809215776304857_n.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_ohc=nHmkG8T37yEAX9ZQW9a&_nc_ht=scontent.fbna1-1.fna&tp=14&oh=2ed53e4363c9034f12c3c73152921808&oe=5F816ED8,169.0,,3691005567589722,Our teachers are working hard to help our students adapt to the new structure. Thank you BPS teachers and staff for the work you do each and every day! #BPSLearners,https://facebook.com/story.php?story_fbid=3691005567589722&id=167351239955190,,0.0,Our teachers are working hard to help our students adapt to the new structure. Thank you BPS teachers and staff for the work you do each and every day! #BPSLearners,2020-09-09 14:26:18,,
=======
0,4.0,,4.0,https://www.communityed.net/,3696550060368606,,https://facebook.com/story.php?story_fbid=3696550060368606&id=167351239955190,,0.0,,2020-09-11 10:00:34,,
1,31.0,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/119009376_3691005214256424_921809215776304857_n.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_ohc=jFvf1qzGxuoAX_6gfNM&_nc_ht=scontent-atl3-1.xx&tp=14&oh=2bbe38cd9a3b69e21c13c944d99e6110&oe=5F856358,169.0,,3691005567589722,Our teachers are working hard to help our students adapt to the new structure. Thank you BPS teachers and staff for the work you do each and every day! #BPSLearners,https://facebook.com/story.php?story_fbid=3691005567589722&id=167351239955190,,0.0,Our teachers are working hard to help our students adapt to the new structure. Thank you BPS teachers and staff for the work you do each and every day! #BPSLearners,2020-09-09 14:26:18,,
>>>>>>> master
2,0.0,,7.0,https://docs.google.com/forms/d/e/1FAIpQLSffbkZeYVkJhr6_y6kkmoHkvNidKkQ151vTQwE7I8hs_a8V_Q/viewform,3687039781319634,"Free breakfast and lunch will be provided during remote learning.

Pre-order your student's meals for pick up here: https://docs.google.com/forms/d/e/1FAIpQLSffbkZeYVkJhr6_y6kkmoHkvNidKkQ151vTQwE7I8hs_a8V_Q/viewform",https://facebook.com/story.php?story_fbid=3687039781319634&id=167351239955190,"Birmingham Public Schools Food Service
September 3 at 1:01 AM ·

Super exciting news from the USDA & MDE we can feed all children for free, 7 breakfast & 7 lunches!! The Dream Team is super excited to keep all students minds and bodies fueled for learning. #PixieDust #SchoolNutrition Birmingham Public Schools Chartwells K12",3.0,"Free breakfast and lunch will be provided during remote learning.

Pre-order your student's meals for pick up here: https://docs.google.com/forms/d/e/1FAIpQLSffbkZeYVkJhr6_y6kkmoHkvNidKkQ151vTQwE7I8hs_a8V_Q/viewform

Birmingham Public Schools Food Service
September 3 at 1:01 AM ·

<<<<<<< HEAD
Super exciting news from the USDA & MDE we can feed all children for free, 7 breakfast & 7 lunches!! The Dream Team is super excited to keep all students minds and bodies fueled for learning. #PixieDust #SchoolNutrition Birmingham Public Schools Chartwells K12",2020-09-08 09:50:59,https://video.fbna1-2.fna.fbcdn.net/v/t42.9040-2/118456336_1971877272948717_4207540829326974712_n.mp4?_nc_cat=100&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=lhQv16iL8_YAX8vCBlY&_nc_ht=video.fbna1-2.fna&oh=b3d9ec6860673abdc7f6be41f1857b17&oe=5F5D6B51,
3,0.0,https://scontent.fbna1-2.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118834710_3671636806193265_1054840045502869519_o.jpg?_nc_cat=103&_nc_sid=da1649&_nc_ohc=K0QzMBd8Vc4AX9YubxV&_nc_ht=scontent.fbna1-2.fna&tp=14&oh=a60ddc520bd3da3685701edd0f0c2d61&oe=5F8230EE,4.0,,3671636802859932,Use the long weekend to #BPSGo seek out an adventure! Don’t forget to share your photos and use #BPSGo #BPSLearners,,,0.0,Use the long weekend to #BPSGo seek out an adventure! Don’t forget to share your photos and use #BPSGo #BPSLearners,2020-09-03 09:57:11,,
4,3.0,https://scontent.fbna1-2.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118588223_3669116206445325_7587719750433915095_o.jpg?_nc_cat=102&_nc_sid=da1649&_nc_ohc=8aC-8FPxU54AX8jR5oT&_nc_ht=scontent.fbna1-2.fna&tp=14&oh=33a4a7be1da3b8aaf055e3f930c08e50&oe=5F82A437,27.0,https://bhamgov.wufoo.com/forms/zw2oa9v05w8vrb/,3669116203111992,"The Birmingham Museum is raising money to get grave markers for the first African Americans to own property in Birmingham. The couple was buried in Greenwood Cemetery in the early 1900s.
=======
Super exciting news from the USDA & MDE we can feed all children for free, 7 breakfast & 7 lunches!! The Dream Team is super excited to keep all students minds and bodies fueled for learning. #PixieDust #SchoolNutrition Birmingham Public Schools Chartwells K12",2020-09-08 09:50:59,https://video-atl3-1.xx.fbcdn.net/v/t42.9040-2/118456336_1971877272948717_4207540829326974712_n.mp4?_nc_cat=100&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=lhQv16iL8_YAX_WxN5r&_nc_ht=video-atl3-1.xx&oh=55eb8a86e3d2bc398430394375365f6c&oe=5F5E0601,
3,0.0,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118834710_3671636806193265_1054840045502869519_o.jpg?_nc_cat=103&_nc_sid=da1649&_nc_ohc=K0QzMBd8Vc4AX8mDyH_&_nc_ht=scontent-atl3-1.xx&tp=14&oh=7fda331736711efe7a61872a70b7956a&oe=5F8230EE,4.0,,3671636802859932,Use the long weekend to #BPSGo seek out an adventure! Don’t forget to share your photos and use #BPSGo #BPSLearners,,,0.0,Use the long weekend to #BPSGo seek out an adventure! Don’t forget to share your photos and use #BPSGo #BPSLearners,2020-09-03 09:57:11,,
4,3.0,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118588223_3669116206445325_7587719750433915095_o.jpg?_nc_cat=102&_nc_sid=da1649&_nc_ohc=8aC-8FPxU54AX_mOwQO&_nc_ht=scontent-atl3-1.xx&tp=14&oh=8dd3aa43c1064c5ceb68a17b02d3ab58&oe=5F82A437,27.0,https://bhamgov.wufoo.com/forms/zw2oa9v05w8vrb/,3669116203111992,"The Birmingham Museum is raising money to get grave markers for the first African Americans to own property in Birmingham. The couple was buried in Greenwood Cemetery in the early 1900s.
>>>>>>> master

Contributions can be made at https://bhamgov.wufoo.com/forms/zw2oa9v05w8vrb/",,,0.0,"The Birmingham Museum is raising money to get grave markers for the first African Americans to own property in Birmingham. The couple was buried in Greenwood Cemetery in the early 1900s.

Contributions can be made at https://bhamgov.wufoo.com/forms/zw2oa9v05w8vrb/",2020-09-02 14:40:27,,
<<<<<<< HEAD
5,0.0,https://scontent.fbna1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118766016_3668333606523585_1527002407429891061_n.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=G8h1ImSMuXAAX8fFAJr&_nc_ht=scontent.fbna1-1.fna&tp=14&oh=7dba024430dc582bedbb25f30177b351&oe=5F8343E0,5.0,,3668334083190204,"Today, share how you make a difference! #BPSLearners #BPSGo",https://facebook.com/story.php?story_fbid=3668334083190204&id=167351239955190,,0.0,"Today, share how you make a difference! #BPSLearners #BPSGo",2020-09-02 09:37:54,,
6,0.0,https://scontent.fbna1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118638166_3664993853524227_4540084856781000349_o.jpg?_nc_cat=104&_nc_sid=da1649&_nc_ohc=iB8Q3jzhEyEAX8LK0XU&_nc_ht=scontent.fbna1-1.fna&tp=14&oh=69421c9490eeca83dd58328b0cd94218&oe=5F823473,2.0,,3664993850190894,Today is all about showing school spirit! Share your spirit wear or something that reminds you of your school using #BPSGo #BPSLearners 🎉,,,0.0,Today is all about showing school spirit! Share your spirit wear or something that reminds you of your school using #BPSGo #BPSLearners 🎉,2020-09-01 09:08:59,,
7,0.0,https://scontent.fbna1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118563529_3398667936866236_9093139078546390338_o.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=S0dOJBJWlSMAX_8ee23&_nc_ht=scontent.fbna1-1.fna&tp=14&oh=cf0e9bd7f3ed78a692b4d4f8ffb5dac2&oe=5F839B43,15.0,,3662497030440576,,https://facebook.com/story.php?story_fbid=3662497030440576&id=167351239955190,"Pierce Elementary School
=======
5,0.0,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/118766016_3668333606523585_1527002407429891061_n.jpg?_nc_cat=108&_nc_sid=8024bb&_nc_ohc=G8h1ImSMuXAAX8eUCDu&_nc_ht=scontent-atl3-1.xx&tp=14&oh=14f1212949d172d138b3b17802581246&oe=5F8343E0,5.0,,3668334083190204,"Today, share how you make a difference! #BPSLearners #BPSGo",https://facebook.com/story.php?story_fbid=3668334083190204&id=167351239955190,,0.0,"Today, share how you make a difference! #BPSLearners #BPSGo",2020-09-02 09:37:54,,
