link,nces_id,link_proc
https://www.facebook.com/pages/gravenstein-union-school-district/,0615840,pages/gravenstein-union-school-district
https://www.facebook.com/greenfield-union-school-district-279607379209880/,0616080,greenfield-union-school-district-279607379209880
https://www.facebook.com/greenfieldfrc/,0616050,greenfieldfrc
http://www.facebook.com/home.php?sk=group_146174808769375,0616110,home.php
https://www.facebook.com/groups/216583042066/,0616110,groups/216583042066
https://www.facebook.com/pages/gustine-unified-school-district/118379118312947,0616323,pages/gustine-unified-school-district/118379118312947
https://www.facebook.com/madeinhayward/,0616740,madeinhayward
https://www.facebook.com/helendale-school-district-155741644465270/,0616860,helendale-school-district-155741644465270
https://www.facebook.com/hemetunified/,0616920,hemetunified
https://facebook.com/135543583266084,0600014,135543583266084
http://www.facebook.com/hickmancommunitycharterdistrict,0617160,hickmancommunitycharterdistrict
https://www.facebook.com/hillsboroughschools,0617190,hillsboroughschools
https://www.facebook.com/hollister-school-district-350732021735159/,0617340,hollister-school-district-350732021735159
https://www.facebook.com/hopeelementaryschooldistrict/,0617490,hopeelementaryschooldistrict
https://www.facebook.com/hope.hawks.7,0617520,hope.hawks.7
https://www.facebook.com/husdnowherebuthere,0600060,husdnowherebuthere
https://www.facebook.com/hbcschools/,0618030,hbcschools
https://www.facebook.com/hbuhsd,0618060,hbuhsd
https://www.facebook.com/imperialcoe,0691010,imperialcoe
https://www.facebook.com/378727662302640,0691010,378727662302640
https://www.facebook.com/inglewoodschools/?eid=ard-ll2euxawgeevgkcmvr00igtgpwgagay504cph44941-srxqj3khmzqigh2a1mrce6rd6p5twboat,0618390,inglewoodschools
https://www.facebook.com/irvineunifiedschooldistrict/,0684500,irvineunifiedschooldistrict
http://www.facebook.com/90652066941/posts/10157918383911942,0684500,90652066941/posts/10157918383911942
http://www.facebook.com/90652066941,0684500,90652066941
http://www.facebook.com/90652066941/posts/10157917925081942,0684500,90652066941/posts/10157917925081942
http://www.facebook.com/90652066941/posts/10157905916871942,0684500,90652066941/posts/10157905916871942
http://www.facebook.com/90652066941/posts/10157902780001942,0684500,90652066941/posts/10157902780001942
https://www.facebook.com/islandboosters/,0618510,islandboosters
https://www.facebook.com/johnswettusd/,0618990,johnswettusd
https://www.facebook.com/kcsos/,0691012,kcsos
http://www.facebook.com/keyesusd,0619620,keyesusd
https://www.facebook.com/www.kcusd.org/live/,0619680,www.kcusd.org/live
https://www.facebook.com/pages/kings-river-elementary/1019700228055746,0619740,pages/kings-river-elementary/1019700228055746
https://www.facebook.com/groups/knightsferryptc/,0620010,groups/knightsferryptc
https://www.facebook.com/knightsenesd/videos/606153059975121/,0620040,knightsenesd/videos/606153059975121
https://www.facebook.com/knightsenesd/,0620040,knightsenesd
https://www.facebook.com/konoctiusd,0620070,konoctiusd
https://plus.google.com/share?url=http://konoctiusd.org/april-28-2020-board-meeting-broadcast-live-on-facebook,0620070,share
https://www.facebook.com/lahabraschools,0620190,lahabraschools
https://www.facebook.com/lmsvschools/,0620250,lmsvschools
http://www.facebook.com/lagunabeachusd,0620370,lagunabeachusd
https://facebook.com/541433272969421,0620520,541433272969421
https://www.facebook.com/lakeelementaryschool,0620610,lakeelementaryschool
https://www.facebook.com/lakeelsinoreusd,0600027,lakeelsinoreusd
https://www.facebook.com/lakeportusd/,0620670,lakeportusd
https://www.facebook.com/lakesideunion/?fref=ts,0620790,lakesideunion
https://www.facebook.com/lammersville,0601410,lammersville
https://www.facebook.com/wearelesd,0620850,wearelesd
https://www.facebook.com/lcmsd,0620910,lcmsd
https://www.facebook.com/lvusd,0621000,lvusd
https://www.facebook.com/latrobeptc,0621180,latrobeptc
https://www.facebook.com/lesdschools,0621210,lesdschools
https://www.facebook.com/lguesd/,0621240,lguesd
https://www.facebook.com/legranduhsd,0621270,legranduhsd
https://www.facebook.com/le-grand-high-school-126411410706107/,0621270,le-grand-high-school-126411410706107
https://www.facebook.com/luesd/,0621360,luesd
https://www.facebook.com/lemooreuhsd,0621400,lemooreuhsd
https://www.facebook.com/lennoxdistrict/,0621420,lennoxdistrict
https://www.facebook.com/liberty-elementary-131510443721981/,0621570,liberty-elementary-131510443721981
https://www.facebook.com/pages/category/public-school/lincoln-unified-school-district-108880635817347/,0621690,pages/category/public-school/lincoln-unified-school-district-108880635817347
https://www.facebook.com/linden-unified-school-district-708261199279612/,0621810,linden-unified-school-district-708261199279612
https://www.facebook.com/littlelakecsd,0621930,littlelakecsd
https://www.facebook.com/livermoreschools/,0622110,livermoreschools
https://www.facebook.com/lodiusd/,0622230,lodiusd
https://www.facebook.com/lompocusd,0622410,lompocusd
https://www.facebook.com/long-beach-unified-school-district-329541520507656/,0622500,long-beach-unified-school-district-329541520507656
https://www.facebook.com/losalamitosusd/,0622590,losalamitosusd
https://www.facebook.com/pages/los-alamitos-unified-school-district/125688030818453,0622590,pages/los-alamitos-unified-school-district/125688030818453
https://www.facebook.com/lacoe.edu,0691078,lacoe.edu
https://www.facebook.com/lgshsdistrict/?hc_ref=arqkvcts91rtfnnvacsczycnsitfhvvrsr5mogkgxl7mymf0dvugarw_b_xukslmnee&fref=nf,0622800,lgshsdistrict
https://www.facebook.com/losgatossaratoga.hsdistrict?fref=ts,0622800,losgatossaratoga.hsdistrict
https://www.facebook.com/losnietosschooldistrict/,0622890,losnietosschooldistrict
https://www.facebook.com/lospartans/,0622920,lospartans
https://www.facebook.com/lucernesd/,0623040,lucernesd
https://www.facebook.com/lucernevalleyusd/,0600015,lucernevalleyusd
https://www.facebook.com/luciamarunified,0623080,luciamarunified
https://www.facebook.com/lynwoodusd,0623160,lynwoodusd
https://www.facebook.com/madera-unified-school-district-103670219698358/?ref=aymt_homepage_panel,0623340,madera-unified-school-district-103670219698358
https://www.facebook.com/magnoliaschooldistrict/,0623430,magnoliaschooldistrict
https://www.facebook.com/mammothelementaryschoolpto/,0623530,mammothelementaryschoolpto
https://www.facebook.com/mammoth-mmso-129750660425730/,0623530,mammoth-mmso-129750660425730
https://www.facebook.com/manhattanbeachunifiedschooldistrictmbusd,0600025,manhattanbeachunifiedschooldistrictmbusd
https://www.facebook.com/groups/242416765779330/,0623700,groups/242416765779330
http://www.facebook.com/marcumillinois,0623800,marcumillinois
https://www.facebook.com/marincoe/,0691018,marincoe
https://www.facebook.com/cstarskids/?scrlybrkr=39cc3b42,0623970,cstarskids
https://www.facebook.com/martinezunified/,0624030,martinezunified
https://www.facebook.com/maxwell-unified-school-district-1628919790707622/?eid=arciun_ybfxo1kg9o2obeasxk6vay5zws8apwu98h_56kmqncackharidxeu6l_rjiqr1kgq6hmvmyoq,0624150,maxwell-unified-school-district-1628919790707622
https://www.facebook.com/mcswainschool-382839456616/,0624360,mcswainschool-382839456616
https://www.facebook.com/meadows-union-school-1653097924943309/,0624390,meadows-union-school-1653097924943309
https://www.facebook.com/gompcsd/,0624570,gompcsd
http://www.facebook.com/pages/merced-county-office-of-education/185136711543810,0691020,pages/merced-county-office-of-education/185136711543810
https://www.facebook.com/mercedriversd/,0624630,mercedriversd
https://www.facebook.com/merced-union-high-school-district-572924902728541/,0624660,merced-union-high-school-district-572924902728541
https://www.facebook.com/meridianelementarytigers/,0624690,meridianelementarytigers
https://www.facebook.com/mesaunion/,0624720,mesaunion
https://www.facebook.com/millbraeschooldistrict/,0624900,millbraeschooldistrict
//facebook.com/milpitasunified,0624500,milpitasunified
https://www.facebook.com/pages/modesto-city-schools/180304948691394,0625130,pages/modesto-city-schools/180304948691394
https://www.facebook.com/modoc-joint-unified-school-district-1483506595219050,0625190,modoc-joint-unified-school-district-1483506595219050
https://www.facebook.com/monroviaschools/,0625320,monroviaschools
https://www.facebook.com/montebello-unified-school-district-940335492707901/,0625470,montebello-unified-school-district-940335492707901
https://www.facebook.com/pages/monterey-county-office-of-education/241220662611290,0691021,pages/monterey-county-office-of-education/241220662611290
https://www.facebook.com/mpusdnow/,0625530,mpusdnow
https://www.facebook.com/pg/moorparkunified/posts/?ref=page_internal,0625690,pg/moorparkunified/posts
https://www.facebook.com/moragaschooldistrict,0625740,moragaschooldistrict
https://www.facebook.com/morelandschooldistrict,0625770,morelandschooldistrict
https://www.facebook.com/morenovalleyusd/,0625800,morenovalleyusd
https://www.facebook.com/morganhillunifiedschooldistrict/,0625830,morganhillunifiedschooldistrict
https://www.facebook.com/morongo-unified-school-district-668299640222683/,0625860,morongo-unified-school-district-668299640222683
https://www.facebook.com/mlusd.net/,0625980,mlusd.net
https://www.facebook.com/mountpleasantesd/,0626400,mountpleasantesd
https://www.facebook.com/mountain-view-school-district-202609476416977,0626190,mountain-view-school-district-202609476416977
http://facebook.com/#mtnviewsup,0626220,#mtnviewsup
https://www.facebook.com/mvwsd,0626280,mvwsd
https://www.facebook.com/mvlahsd,0626310,mvlahsd
https://www.facebook.com/mdusdnews,0626370,mdusdnews
http://www.facebook.com/mvusd,0600029,mvusd
https://www.facebook.com/ncoe2121/,0691022,ncoe2121
http://facebook.com/nvusd,0626640,nvusd
https://www.facebook.com/natomas-unified-school-district-747427871939269/,0600036,natomas-unified-school-district-747427871939269
https://www.facebook.com/nevadacityschooldistrict/,0626820,nevadacityschooldistrict
https://www.facebook.com/681916961861553,0626880,681916961861553
https://www.facebook.com/newhallschooldistrict/,0627180,newhallschooldistrict
https://www.facebook.com/newhallschooldistrictespanol/,0627180,newhallschooldistrictespanol
https://www.facebook.com/groups/987744188287150/,0627480,groups/987744188287150
https://www.facebook.com/s.g.schoolhollister/,0627480,s.g.schoolhollister
https://www.facebook.com/northmontereycountyusd/,0627590,northmontereycountyusd
https://www.facebook.com/pages/norwalk-la-mirada-unified-school-district/151873124854993,0627690,pages/norwalk-la-mirada-unified-school-district/151873124854993
https://www.facebook.com/novato-unified-school-district-450584364964779/,0627720,novato-unified-school-district-450584364964779
https://www.facebook.com/oakgrovesd/,0627810,oakgrovesd
https://www.facebook.com/oakparkusd,0627850,oakparkusd
https://www.facebook.com/ousdnews/,0628050,ousdnews
https://www.facebook.com/oakleyuesd/,0628080,oakleyuesd
https://www.facebook.com/ovsd.org,0628140,ovsd.org
https://www.facebook.com/oceanviewschooldistrict/,0628170,oceanviewschooldistrict
http://facebook.com/osideusd,0628250,osideusd
https://www.facebook.com/ojaiusd.org,0628270,ojaiusd.org
http://www.facebook.com/orangecountydepartmentofeducation,0691024,orangecountydepartmentofeducation
https://www.facebook.com/orangeunifiedschooldistrictca,0628650,orangeunifiedschooldistrictca
http://facebook.com/orindaschools,0628860,orindaschools
https://www.facebook.com/orland-unified-school-district-304789346384829/,0600045,orland-unified-school-district-304789346384829
https://www.facebook.com/ocesdsuper/,0629100,ocesdsuper
https://www.facebook.com/oroville-union-high-school-district-972885232749005/,0629130,oroville-union-high-school-district-972885232749005
https://www.facebook.com/oxnardunion,0629270,oxnardunion
https://www.facebook.com/oxnardschooldistrict,0629220,oxnardschooldistrict
https://www.facebook.com/pacheco-union-school-district-323494534389554/,0629280,pacheco-union-school-district-323494534389554
https://www.facebook.com/groups/290843457750242/,0629340,groups/290843457750242
https://www.facebook.com/psfparentclub/,0629340,psfparentclub
https://www.facebook.com/pacific-grove-usd-112687750360135,0629370,pacific-grove-usd-112687750360135
https://www.facebook.com/pajarovalleyusd/,0629490,pajarovalleyusd
https://www.facebook.com/pages/palm-springs-unified-school-district/550032258375171,0629550,pages/palm-springs-unified-school-district/550032258375171
https://www.facebook.com/pvusd-palo-verde-unified-school-district-106214997694393,0629640,pvusd-palo-verde-unified-school-district-106214997694393
https://www.facebook.com/pusdk12,0629820,pusdk12
https://www.facebook.com/paramountunified/,0629850,paramountunified
https://www.facebook.com/parlierusd,0629910,parlierusd
https://www.facebook.com/pasadenaunifiedschooldistrict,0629940,pasadenaunifiedschooldistrict
https://www.facebook.com/pjusd95363/,0630030,pjusd95363
https://m.facebook.com/penn-valley-schools-109571127110841/,0601427,penn-valley-schools-109571127110841
https://www.facebook.com/perrisesd/,0630180,perrisesd
https://www.facebook.com/perrisunionhsd/,0630210,perrisunionhsd
https://www.facebook.com/petalumacityschools/,0630230,petalumacityschools
https://www.facebook.com/pousd/?fref=nf,0630450,pousd
https://www.facebook.com/pioneer-union-elementary-school-district-105890654279919,0630510,pioneer-union-elementary-school-district-105890654279919
https://www.facebook.com/pittsburgusd/,0630600,pittsburgusd
https://www.facebook.com/pylusd/,0630660,pylusd
https://www.facebook.com/placercountyofficeofeducation,0691025,placercountyofficeofeducation
http://facebook.com/puhsd,0630750,puhsd
https://www.facebook.com/pusdk8.us/,0630780,pusdk8.us
https://www.facebook.com/pages/planada-school-district/164586560234389,0630840,pages/planada-school-district/164586560234389
http://www.facebook.com/plaza-elementary-school-district-1717065925200805/,0630870,plaza-elementary-school-district-1717065925200805
https://www.facebook.com/pages/pleasanton-unified-school-district/1721536888071355,0600020,pages/pleasanton-unified-school-district/1721536888071355
https://www.facebook.com/plumaslakeesd/,0631180,plumaslakeesd
https://www.facebook.com/plumasunified/?ref=bookmarks,0631170,plumasunified
http://facebook.com/ppesd,0631290,ppesd
http://www.facebook.com/pomonaunified,0631320,pomonaunified
https://www.facebook.com/portervilleunified,0600064,portervilleunified
https://www.facebook.com/portolavalleysd/,0631470,portolavalleysd
https://www.facebook.com/powayunified,0631530,powayunified
https://www.facebook.com/princetonelementary,0631620,princetonelementary
https://www.facebook.com/pjusd,0631620,pjusd
https://www.facebook.com/ramona-unified-school-district-1376542689028556/,0631710,ramona-unified-school-district-1376542689028556
https://www.facebook.com/ravenswoodschools/,0631860,ravenswoodschools
https://www.facebook.com/rbuesd/,0631980,rbuesd
https://www.facebook.com/rbuesd/videos/539125059845547,0631980,rbuesd/videos/539125059845547
https://www.facebook.com/reddingsd,0632040,reddingsd
https://www.facebook.com/redlandsusd,0632070,redlandsusd
https://www.facebook.com/redwoodcityschooldistrict/,0632130,redwoodcityschooldistrict
https://www.facebook.com/reedschools/,0632160,reedschools
https://m.facebook.com/rescueunionschooldistrict/,0632310,rescueunionschooldistrict
http://www.facebook.com/richgrove-school-district-126680596255,0632430,richgrove-school-district-126680596255
https://www.facebook.com/rowusd/,0632610,rowusd
https://www.facebook.com/madroneelementary/,0632640,madroneelementary
https://www.facebook.com/rvcsparentsassociation,0632640,rvcsparentsassociation
https://www.facebook.com/rinconvalleyusd/,0632640,rinconvalleyusd
https://www.facebook.com/rioschooldistrict/,0632760,rioschooldistrict
https://www.facebook.com/pages/rio-school-district/51949034970,0632760,pages/rio-school-district/51949034970
http://facebook.com/#,0633110,#
http://facebook.com/riverbankca/,0600061,riverbankca
http://www.facebook.com/riversidecoe,0691026,riversidecoe
https://www.facebook.com/roblasd,0633240,roblasd
https://www.facebook.com/rocklin-unified-school-district-1748466128733905/,0600013,rocklin-unified-school-district-1748466128733905
https://www.facebook.com/rusdbakersfield,0633480,rusdbakersfield
https://www.facebook.com/rcsdchampions/videos/1083060035360932/,0633600,rcsdchampions/videos/1083060035360932
https://www.facebook.com/rcsdchampions,0633600,rcsdchampions
https://www.facebook.com/rowlandusd,0633750,rowlandusd
https://www.facebook.com/scusd/,0633840,scusd
https://www.facebook.com/sac.coe,0691027,sac.coe
https://www.facebook.com/saddlebackvalleyusd/,0633860,saddlebackvalleyusd
https://www.facebook.com/salida-union-school-district-691308877678194/,0633900,salida-union-school-district-691308877678194
https://developers.facebook.com/salinascitysd/videos/247855096361098/,0633930,salinascitysd/videos/247855096361098
https://www.facebook.com/salinascitysd/,0633930,salinascitysd
https://www.facebook.com/san-benito-high-school-319920813350/,0634140,san-benito-high-school-319920813350
https://www.facebook.com/facebook,0634140,facebook
https://www.facebook.com/sanbernardinousd/,0634170,sanbernardinousd
https://www.facebook.com/pages/san-bernardino-county-superintendent-of-schools/159328807447864,0691029,pages/san-bernardino-county-superintendent-of-schools/159328807447864
https://www.facebook.com/pages/san-carlos-ca/san-carlos-school-district/177686052452,0634290,pages/san-carlos-ca/san-carlos-school-district/177686052452
https://www.facebook.com/sandiegocoe/,0691030,sandiegocoe
https://www.facebook.com/sandiegounified,0634320,sandiegounified
https://www.facebook.com/sduhsd,0634380,sduhsd
https://www.facebook.com/sfunified,0691111,sfunified
https://www.facebook.com/sangabrielusd,0634425,sangabrielusd
https://www.facebook.com/sanjacintousd/,0634440,sanjacintousd
http://www.facebook.com/sjcoefb,0691031,sjcoefb
https://www.facebook.com/sanjoseunified,0634590,sanjoseunified
https://www.facebook.com/slusd/,0634680,slusd
https://www.facebook.com/sanlorenzousd/,0634710,sanlorenzousd
https://www.facebook.com/slvusd,0634740,slvusd
https://www.facebook.com/slcusd,0634800,slcusd
https://www.facebook.com/slocoe,0691032,slocoe
https://www.facebook.com/sanmarcosusd/,0634880,sanmarcosusd
http://www.facebook.com/sanmarinounifiedschools,0634860,sanmarinounifiedschools
https://www.facebook.com/sanmateocoe,0691033,sanmateocoe
https://www.facebook.com/san-mateo-union-high-school-district-135810623718/,0634980,san-mateo-union-high-school-district-135810623718
https://www.facebook.com/sanmateofostercitysd,0634920,sanmateofostercitysd
http://facebook.com/sanrafaelcityschools,0635090,sanrafaelcityschools
https://www.facebook.com/srvusd/,0635130,srvusd
https://www.facebook.com/sanysidrosd/timeline,0635220,sanysidrosd/timeline
https://www.facebook.com/sbunified/,0601414,sbunified
https://www.facebook.com/sccoe,0691035,sccoe
https://www.facebook.com/santaclarausd/,0635430,santaclarausd
https://www.facebook.com/santacruzcityschools/,0635590,santacruzcityschools
https://www.facebook.com/santapaulaunified,0601421,santapaulaunified
https://www.facebook.com/santa-rita-union-school-district-103788284498866/,0635790,santa-rita-union-school-district-103788284498866
https://www.facebook.com/srcschools/,0635810,srcschools
https://www.facebook.com/santeeschdist/?fref=ts,0635880,santeeschdist
https://www.facebook.com/saugususd,0635970,saugususd
https://www.facebook.com/pg/savannaschooldistrict/videos/?ref=page_internal,0636030,pg/savannaschooldistrict/videos
https://www.facebook.com/savannaschooldistrict,0636030,savannaschooldistrict
https://www.facebook.com/avancecharterschool/,0601435,avancecharterschool
https://www.facebook.com/semillascommunityschools,0601430,semillascommunityschools
https://www.facebook.com/altus4u,0601441,altus4u
https://www.facebook.com/barackobamacharter,0601336,barackobamacharter
https://www.facebook.com/msasantaana/#,0601425,msasantaana/#
https://www.facebook.com/magnoliapublicschools,0601425,magnoliapublicschools
http://www.facebook.com/altapublicschools/,0601438,altapublicschools
https://www.facebook.com/rossvalleycharter/,0601444,rossvalleycharter
https://www.facebook.com/the-new-school-of-san-francisco-1450834388493338/,0601431,the-new-school-of-san-francisco-1450834388493338
https://www.facebook.com/pages/scott-valley-unified-school-district/371853732941353,0600159,pages/scott-valley-unified-school-district/371853732941353
https://www.facebook.com/seeleyusd,0636210,seeleyusd
https://www.facebook.com/semitropicschool/,0636330,semitropicschool
https://www.facebook.com/pages/sequoia-union-high-school-district/146082757888,0636390,pages/sequoia-union-high-school-district/146082757888
https://www.facebook.com/shasta-county-office-of-education-494355860917997/,0691037,shasta-county-office-of-education-494355860917997
https://www.facebook.com/groups/1175225815837280/,0636570,groups/1175225815837280
https://www.facebook.com/ssusd,0636800,ssusd
https://www.facebook.com/spjusd/,0636780,spjusd
https://business.facebook.com/pg/silver-valley-unified-school-district-567702250430392/about/?ref=page_internal,0636820,pg/silver-valley-unified-school-district-567702250430392/about
https://www.facebook.com/simivalleyschools/,0636840,simivalleyschools
https://www.facebook.com/solana-beach-school-district-655650917828719/,0636990,solana-beach-school-district-655650917828719
https://www.facebook.com/pg/solana-beach-school-district-123333898345625,0636990,pg/solana-beach-school-district-123333898345625
http://www.facebook.com/solanocoe,0691122,solanocoe
https://www.facebook.com/solanokidsthrive/,0691122,solanokidsthrive
https://www.facebook.com/soledadunifiedschooldistrict/?ref=bookmarks,0637050,soledadunifiedschooldistrict
https://www.facebook.com/solvang-school-414215578764873/,0637110,solvang-school-414215578764873
https://www.facebook.com/somisusd/,0637140,somisusd
https://www.facebook.com/scoesonoma/,0691040,scoesonoma
https://www.facebook.com/sonoma-valley-unified-school-district-112141125510931/,0637200,sonoma-valley-unified-school-district-112141125510931
http://www.facebook.com/soqueluesd,0637290,soqueluesd
https://www.facebook.com/soulsbyville/,0637320,soulsbyville
https://www.facebook.com/south-fork-union-sd-664376990279957/,0637470,south-fork-union-sd-664376990279957
https://www.facebook.com/ssfusd,0637530,ssfusd
https://www.facebook.com/south-whittier-school-district-162763643747788/,0637560,south-whittier-school-district-162763643747788
https://www.facebook.com/southernhumboldtunifiedschooldistrict,0637590,southernhumboldtunifiedschooldistrict
https://smashballoon.com/custom-facebook-feed/docs/errors/,0637590,custom-facebook-feed/docs/errors
https://www.facebook.com/southern-kern-unified-school-district-118508004875014/,0637620,southern-kern-unified-school-district-118508004875014
https://www.facebook.com/standardschooldistrict/,0637890,standardschooldistrict
https://www.facebook.com/stanislauscoe/,0691041,stanislauscoe
https://www.facebook.com/sssdk6/,0638220,sssdk6
https://www.facebook.com/sumeldistrictoffice,0638250,sumeldistrictoffice
https://www.facebook.com/connectionsvpaa/,0638280,connectionsvpaa
https://www.facebook.com/sundaleuesd/,0638340,sundaleuesd
https://www.facebook.com/pages/category/elementary-school/sunnyside-union-elementary-144780502784144/,0638430,pages/category/elementary-school/sunnyside-union-elementary-144780502784144
https://www.facebook.com/sunnyvalesd,0638460,sunnyvalesd
https://www.facebook.com/sunolglenusd,0600021,sunolglenusd
https://www.facebook.com/susanvilleschooldistrict,0638550,susanvilleschooldistrict
https://www.facebook.com/suttercountyeducation,0691042,suttercountyeducation
http://www.facebook.com/suhsd,0638640,suhsd
http://facebook.com/sylvanunionschooldistrict,0638670,sylvanunionschooldistrict
https://www.facebook.com/pages/taft-union-high-school-district/1558964614333789?ref=aymt_homepage_panel,0638730,pages/taft-union-high-school-district/1558964614333789
https://www.facebook.com/taftunion/?ref=aymt_homepage_panel,0638730,taftunion
https://www.facebook.com/pages/tehama-county-department-of-education/154596291272796,0691043,pages/tehama-county-department-of-education/154596291272796
https://www.facebook.com/tehamacountydepartmentofeducation/,0691043,tehamacountydepartmentofeducation
https://www.facebook.com/tvusd/,0600028,tvusd
https://www.facebook.com/mytcusd/,0638980,mytcusd
https://www.facebook.com/threeriversschools/,0639210,threeriversschools
https://www.facebook.com/torranceunifiedschooldistrict,0639420,torranceunifiedschooldistrict
https://www.facebook.com/tracyunifiedsd,0600047,tracyunifiedsd
https://www.facebook.com/travisusd/,0639630,travisusd
https://www.facebook.com/trinidad-school-150710661607183//,0639720,trinidad-school-150710661607183/
http://www.facebook.com/trinidad-school-150710661607183/,0639720,trinidad-school-150710661607183
hhttps://www.facebook.com/tcsdk8,0639870,tcsdk8
http://facebook.com/tularecountyofficeofeducation,0691045,tularecountyofficeofeducation
https://www.facebook.com/tustinusd/,0640150,tustinusd
https://www.facebook.com/twainharteschool/,0640200,twainharteschool
https://www.facebook.com/twinriversusd/,0601332,twinriversusd
https://www.facebook.com/tworockschool/,0640260,tworockschool
https://www.facebook.com/ukiahunifiedschooldistrict/?ref=aymt_homepage_panel,0640300,ukiahunifiedschooldistrict
https://www.facebook.com/unionschooldistrict/,0640320,unionschooldistrict
https://www.facebook.com/uplandusd,0600016,uplandusd
https://www.facebook.com/vacavilleusd.707/,0640590,vacavilleusd.707
http://www.facebook.com/valverdeusd/,0691135,valverdeusd
https://www.facebook.com/vcusd,0640740,vcusd
http://facebook.com/vcpusd,0600069,vcpusd
http://www.facebook.com/venturacoe,0691047,venturacoe
http://www.facebook.com/thevesdway,0641040,thevesdway
https://www.facebook.com/pages/victor-valley-union-high-school-district/613936298658605,0636972,pages/victor-valley-union-high-school-district/613936298658605
https://www.facebook.com/visaliausd,0641160,visaliausd
https://www.facebook.com/walnutcreeksd/,0641250,walnutcreeksd
https://www.facebook.com/wvusd,0641280,wvusd
https://www.facebook.com/washingtonusd/,0641580,washingtonusd
https://www.facebook.com/waughschooldistrict/,0641790,waughschooldistrict
https://www.facebook.com/weedelementaryschool,0641980,weedelementaryschool
https://www.facebook.com/westcontracostaschools,0632550,westcontracostaschools
http://www.facebook.com/westcovinausd,0642000,westcovinausd
https://www.facebook.com/wscuhsd/,0602670,wscuhsd
https://www.facebook.com/west-sonoma-county-union-high-school-district-227258737688106/,0602670,west-sonoma-county-union-high-school-district-227258737688106
https://www.facebook.com/wpusd/,0642140,wpusd
https://www.facebook.com/westminstersd/,0642150,westminstersd
https://www.facebook.com/westsideschools/,0642120,westsideschools
https://www.facebook.com/westwood-unified-school-district-1546610312230709/?hc_ref=search&fref=nf,0642300,westwood-unified-school-district-1546610312230709
https://www.facebook.com/wheatlandhigh.org,0642350,wheatlandhigh.org
https://www.facebook.com/whittiercitysd,0642450,whittiercitysd
https://www.facebook.com/wuhsd,0642480,wuhsd
https://www.facebook.com/wshuhsd,0642510,wshuhsd
https://www.facebook.com/pages/category/public---government-service/williams-unified-school-district-671919953198613/,0642540,pages/category/public---government-service/williams-unified-school-district-671919953198613
https://www.facebook.com/pg/wilsonelementaryschool,0642750,pg/wilsonelementaryschool
https://www.facebook.com/windsorunified,0600034,windsorunified
https://www.facebook.com/wintersjusd/,0642930,wintersjusd
https://www.facebook.com/woodlake-unified-school-district-928176873863654/,0601418,woodlake-unified-school-district-928176873863654
https://www.facebook.com/woodlandcaschools/,0643080,woodlandcaschools
https://www.facebook.com/yolo-county-office-of-education-185375934818714,0691049,yolo-county-office-of-education-185375934818714
https://www.facebook.com/yreka-union-elementary-school-district-297808997048379/?ref=settings,0643380,yreka-union-elementary-school-district-297808997048379
https://www.facebook.com/ycusd,0643470,ycusd
https://www.facebook.com/yubacoe/,0691048,yubacoe
https://www.facebook.com/academydistrict20,0801920,academydistrict20
https://www.facebook.com/adams12fivestarschools,0806900,adams12fivestarschools
https://www.facebook.com/groups/adams12kidsidentifiedwithdyslexia,0806900,groups/adams12kidsidentifiedwithdyslexia
https://www.facebook.com/alamosaschools/,0802070,alamosaschools
https://www.facebook.com/mypagosaschools/,0802190,mypagosaschools
https://www.facebook.com/pagosafamilyschool/,0802190,pagosafamilyschool
https://www.facebook.com/pagosaspringselementary/,0802190,pagosaspringselementary
https://www.facebook.com/pagosa-springs-middle-school-145579222134529/,0802190,pagosa-springs-middle-school-145579222134529
https://www.facebook.com/pagosa-springs-high-school-337428430534/,0802190,pagosa-springs-high-school-337428430534
https://www.facebook.com/aspenfamilyconnections/?ref=bookmarks,0802280,aspenfamilyconnections
http://www.facebook.com/aspenschooldistrict,0802280,aspenschooldistrict
http://www.facebook.com/pages/aurora-co/aurora-public-schools-aurora-co/72309165673,0802340,pages/aurora-co/aurora-public-schools-aurora-co/72309165673
https://www.facebook.com/aurorak12,0802340,aurorak12
https://www.facebook.com/bayfieldschooldistrict,0802400,bayfieldschooldistrict
https://www.facebook.com/bvsdcolorado/,0802490,bvsdcolorado
https://www.facebook.com/bvschoolsthepeak/,0802640,bvschoolsthepeak
https://www.facebook.com/byersschool32j,0802700,byersschool32j
https://www.facebook.com/byers-booster-club-419968221374334/,0802700,byers-booster-club-419968221374334
https://www.facebook.com/byers-pto-1732764063425142/,0802700,byers-pto-1732764063425142
https://www.facebook.com/calhan-bulldog-booster-club-114958941923014/?ref=page_internal,0802730,calhan-bulldog-booster-club-114958941923014
https://www.facebook.com/calhan-school-district-rj-1-263061253834056/,0802730,calhan-school-district-rj-1-263061253834056
https://www.facebook.com/csdsanluis/,0806360,csdsanluis
https://www.facebook.com/ccsdre1,0803000,ccsdre1
https://www.facebook.com/pages/custer-county-schools/1638243969739173,0807200,pages/custer-county-schools/1638243969739173
https://facebook.com/dntigers/,0803300,dntigers
https://www.facebook.com/pages/delta-county-school-district-50j/126662700687506?ref=hl,0803330,pages/delta-county-school-district-50j/126662700687506
https://www.facebook.com/dcsdk12,0803450,dcsdk12
https://www.facebook.com/durango9r/?fref=ts,0803480,durango9r
